Ball,Runs,Bowler,Batsman,Speed,Pitch Length,Pitch Line
31.6,0,H Pandya,M Hossain,133.3 km/h,short length,outside off stump.
31.5,1,H Pandya,S Al Hasan,127.7 km/h,short length,outside off stump.
31.4,0,H Pandya,S Al Hasan,128.6 km/h,short length,just outside off stump.
31.3,1,H Pandya,M Hossain,124.0 km/h,good length,outside off stump.
31.2,1,H Pandya,S Al Hasan,125.5 km/h,good length,going down leg.
31.1,0,H Pandya,S Al Hasan,133.2 km/h,short length,just outside off stump.
30.6,0,J Bumrah,M Hossain,145.8 km/h,full toss,just outside off stump.
30.5,1,J Bumrah,S Al Hasan,141.3 km/h,good length,just outside off stump.
30.4,0,J Bumrah,S Al Hasan,103.4 km/h,full toss,just outside off stump.
30.3,4,J Bumrah,S Al Hasan,145.5 km/h,short length,outside off stump.
30.2,1,J Bumrah,M Hossain,140.7 km/h,short length,just outside off stump.
30.1,0,J Bumrah,M Hossain,137.7 km/h,short length,on off stump.
29.6,0,H Pandya,S Al Hasan,133.6 km/h,short length,just outside off stump.
29.5,1,H Pandya,M Hossain,137.0 km/h,short length,just outside off stump.
29.4,W,H Pandya,L Das,137.9 km/h,short length,on middle stump.
29.3,0,H Pandya,L Das,124.9 km/h,full length,on middle stump.
29.2,6,H Pandya,L Das,138.5 km/h,good length,just outside off stump.
29.1,0,H Pandya,L Das,133.2 km/h,good length,going down leg.
28.6,2,B Kumar,S Al Hasan,125.6 km/h,short length,just outside off stump.
28.5,2,B Kumar,S Al Hasan,137.9 km/h,short length,just outside off stump.
28.4,1,B Kumar,L Das,124.8 km/h,short length,on leg stump.
28.3,1,B Kumar,S Al Hasan,140.9 km/h,good length,outside off stump.
28.2,2,B Kumar,S Al Hasan,135.8 km/h,good length,on leg stump.
28.1,1,B Kumar,L Das,136.4 km/h,good length,on middle stump.
27.6,2,H Pandya,S Al Hasan,123.6 km/h,good length,outside off stump.
27.5,4,H Pandya,S Al Hasan,134.9 km/h,good length,outside off stump.
27.4,1,H Pandya,L Das,119.6 km/h,full length,on off stump.
27.3,1,H Pandya,S Al Hasan,126.9 km/h,short length,just outside off stump.
27.2,0,H Pandya,S Al Hasan,122.8 km/h,full length,on middle stump.
27.1,0,H Pandya,S Al Hasan,132.8 km/h,good length,going down leg.
26.6,0,B Kumar,L Das,131.4 km/h,short length,outside off stump.
26.5,2,B Kumar,L Das,119.3 km/h,short length,just outside off stump.
26.4,0,B Kumar,L Das,137.2 km/h,good length,just outside off stump.
26.3,2,B Kumar,L Das,133.6 km/h,short length,just outside off stump.
26.2,0,B Kumar,L Das,136.8 km/h,good length,just outside off stump.
26.1,2,B Kumar,L Das,135.1 km/h,short length,just outside off stump.
25.6,1,M Shami,L Das,129.5 km/h,short length,just outside off stump.
25.5,2,M Shami,L Das,140.2 km/h,short length,on middle stump.
25.4,0,M Shami,L Das,139.8 km/h,full length,just outside off stump.
25.3,1Lb,M Shami,S Al Hasan,,,
25.2,1,M Shami,L Das,140.7 km/h,short length,outside off stump.
25.1,1,M Shami,S Al Hasan,137.0 km/h,short length,on leg stump.
24.6,1,Y Chahal,S Al Hasan,74.2 km/h,good length,on off stump.
24.5,0,Y Chahal,S Al Hasan,82.5 km/h,good length,on off stump.
24.4,0,Y Chahal,S Al Hasan,82.4 km/h,full length,on middle stump.
24.3,1,Y Chahal,L Das,82.8 km/h,good length,just outside off stump.
24.2,0,Y Chahal,L Das,84.6 km/h,good length,just outside off stump.
24.1,0,Y Chahal,L Das,85.2 km/h,good length,outside off stump.
23.6,1,M Shami,L Das,141.2 km/h,full length,just outside off stump.
23.5,1,M Shami,S Al Hasan,127.1 km/h,good length,just outside off stump.
23.4,1,M Shami,L Das,137.7 km/h,short length,just outside off stump.
23.3,0,M Shami,L Das,141.5 km/h,short length,outside off stump.
23.2,0,M Shami,L Das,142.1 km/h,short length,outside off stump.
23.1,1,M Shami,S Al Hasan,139.1 km/h,short length,on leg stump.
22.6,W,Y Chahal,M Rahim,,,
22.5,0,Y Chahal,M Rahim,87.3 km/h,good length,outside off stump.
22.4,4,Y Chahal,M Rahim,77.2 km/h,good length,outside off stump.
22.3,0,Y Chahal,M Rahim,77.5 km/h,good length,outside off stump.
22.2,1,Y Chahal,S Al Hasan,,,
22.1,0,Y Chahal,S Al Hasan,83.5 km/h,full length,on middle stump.
21.6,1,H Pandya,S Al Hasan,137.0 km/h,good length,on leg stump.
21.5,1,H Pandya,M Rahim,138.3 km/h,short length,on leg stump.
21.4,1,H Pandya,S Al Hasan,125.3 km/h,good length,on leg stump.
21.3,1,H Pandya,M Rahim,127.2 km/h,full length,just outside off stump.
21.2,1,H Pandya,S Al Hasan,136.3 km/h,good length,just outside off stump.
21.1,4,H Pandya,S Al Hasan,137.1 km/h,good length,outside off stump.
20.6,1,Y Chahal,S Al Hasan,74.8 km/h,good length,on off stump.
20.5,1,Y Chahal,M Rahim,91.3 km/h,good length,outside off stump.
20.4,1,Y Chahal,S Al Hasan,87.7 km/h,full length,on middle stump.
20.3,0,Y Chahal,S Al Hasan,73.1 km/h,good length,going down leg.
20.2,0,Y Chahal,S Al Hasan,79.0 km/h,good length,going down leg.
20.1,0,Y Chahal,S Al Hasan,75.5 km/h,good length,going down leg.
19.6,1,H Pandya,S Al Hasan,119.7 km/h,good length,outside off stump.
19.5,1,H Pandya,M Rahim,126.7 km/h,short length,going down leg.
19.4,1,H Pandya,S Al Hasan,136.6 km/h,short length,just outside off stump.
19.3,2,H Pandya,S Al Hasan,131.9 km/h,short length,just outside off stump.
19.2,0,H Pandya,S Al Hasan,125.1 km/h,good length,just outside off stump.
19.1,1,H Pandya,M Rahim,132.0 km/h,good length,just outside off stump.
18.6,1,Y Chahal,M Rahim,83.5 km/h,good length,just outside off stump.
18.5,4,Y Chahal,M Rahim,85.5 km/h,good length,outside off stump.
18.4,4,Y Chahal,M Rahim,90.7 km/h,good length,going down leg.
18.3,1,Y Chahal,S Al Hasan,89.1 km/h,good length,going down leg.
18.2,0,Y Chahal,S Al Hasan,74.5 km/h,good length,on middle stump.
18.1,0,Y Chahal,S Al Hasan,80.1 km/h,full length,on off stump.
17.6,1,H Pandya,S Al Hasan,127.0 km/h,short length,going down leg.
17.5,4,H Pandya,S Al Hasan,126.7 km/h,good length,just outside off stump.
17.4,1,H Pandya,M Rahim,135.5 km/h,short length,on off stump.
17.3,2,H Pandya,M Rahim,135.0 km/h,short length,just outside off stump.
17.2,0,H Pandya,M Rahim,134.6 km/h,good length,just outside off stump.
17.1,1,H Pandya,S Al Hasan,132.9 km/h,short length,outside off stump.
16.6,0,Y Chahal,M Rahim,,,
16.5,1,Y Chahal,S Al Hasan,82.7 km/h,good length,on middle stump.
16.4,0,Y Chahal,S Al Hasan,82.6 km/h,good length,on middle stump.
16.3,1,Y Chahal,M Rahim,80.9 km/h,full length,just outside off stump.
16.2,1,Y Chahal,S Al Hasan,75.2 km/h,good length,going down leg.
16.1,1,Y Chahal,M Rahim,86.3 km/h,full length,just outside off stump.
15.6,1,H Pandya,M Rahim,124.3 km/h,full length,outside off stump.
15.5,0,H Pandya,M Rahim,136.3 km/h,short length,going down leg.
15.4,0,H Pandya,M Rahim,137.1 km/h,short length,on middle stump.
15.3,0,H Pandya,M Rahim,131.2 km/h,good length,on middle stump.
15.2,0,H Pandya,M Rahim,136.7 km/h,short length,on middle stump.
15.1,W,H Pandya,S Sarkar,123.7 km/h,short length,outside off stump.
15.1,1Wd,H Pandya,S Sarkar,,,
14.6,1,Y Chahal,S Sarkar,86.0 km/h,good length,on middle stump.
14.5,1,Y Chahal,S Al Hasan,80.4 km/h,good length,just outside off stump.
14.4,0,Y Chahal,S Al Hasan,78.6 km/h,good length,on off stump.
14.3,1,Y Chahal,S Sarkar,76.9 km/h,good length,on middle stump.
14.2,1,Y Chahal,S Al Hasan,86.2 km/h,good length,on middle stump.
14.1,0,Y Chahal,S Al Hasan,,,
13.6,4,M Shami,S Sarkar,139.9 km/h,short length,outside off stump.
13.5,1,M Shami,S Al Hasan,,,
13.4,0,M Shami,S Al Hasan,142.5 km/h,short length,on middle stump.
13.3,0,M Shami,S Al Hasan,140.5 km/h,full length,on off stump.
13.2,1,M Shami,S Sarkar,139.8 km/h,good length,on off stump.
13.1,4,M Shami,S Sarkar,137.7 km/h,short length,on middle stump.
12.6,0,Y Chahal,S Al Hasan,88.9 km/h,good length,on middle stump.
12.5,0,Y Chahal,S Al Hasan,87.6 km/h,good length,on off stump.
12.4,2,Y Chahal,S Al Hasan,73.6 km/h,good length,going down leg.
12.3,0,Y Chahal,S Al Hasan,87.4 km/h,good length,just outside off stump.
12.2,0,Y Chahal,S Al Hasan,77.0 km/h,short length,on leg stump.
12.1,4,Y Chahal,S Al Hasan,85.2 km/h,short length,going down leg.
11.6,1,M Shami,S Al Hasan,138.9 km/h,short length,just outside off stump.
11.5,0,M Shami,S Al Hasan,141.7 km/h,good length,just outside off stump.
11.4,0,M Shami,S Al Hasan,137.9 km/h,short length,just outside off stump.
11.3,1,M Shami,S Sarkar,142.4 km/h,short length,on leg stump.
11.2,0,M Shami,S Sarkar,144.3 km/h,good length,on leg stump.
11.1,4,M Shami,S Sarkar,140.0 km/h,good length,just outside off stump.
10.6,0,J Bumrah,S Al Hasan,142.1 km/h,short length,on middle stump.
10.6,1Wd,J Bumrah,S Al Hasan,,,
10.5,1,J Bumrah,S Sarkar,143.5 km/h,short length,outside off stump.
10.4,1,J Bumrah,S Al Hasan,118.3 km/h,good length,on leg stump.
10.3,0,J Bumrah,S Al Hasan,144.4 km/h,short length,on middle stump.
10.2,4,J Bumrah,S Al Hasan,145.4 km/h,good length,just outside off stump.
10.1,0,J Bumrah,S Al Hasan,142.4 km/h,good length,just outside off stump.
9.6,0,M Shami,S Sarkar,141.3 km/h,short length,on middle stump.
9.5,0,M Shami,S Sarkar,141.6 km/h,good length,on off stump.
9.4,1,M Shami,S Al Hasan,141.0 km/h,short length,on leg stump.
9.3,W,M Shami,T Iqbal,139.6 km/h,short length,just outside off stump.
9.2,0,M Shami,T Iqbal,142.1 km/h,short length,on middle stump.
9.1,1,M Shami,S Sarkar,137.0 km/h,good length,just outside off stump.
8.6,1,B Kumar,S Sarkar,134.8 km/h,good length,just outside off stump.
8.5,1,B Kumar,T Iqbal,121.2 km/h,short length,going down leg.
8.4,1,B Kumar,S Sarkar,119.4 km/h,short length,going down leg.
8.3,0,B Kumar,S Sarkar,136.0 km/h,good length,on middle stump.
8.2,1,B Kumar,T Iqbal,136.1 km/h,short length,on middle stump.
8.1,0,B Kumar,T Iqbal,137.8 km/h,good length,outside off stump.
7.6,0,M Shami,S Sarkar,140.7 km/h,good length,just outside off stump.
7.5,0,M Shami,S Sarkar,140.4 km/h,good length,on middle stump.
7.4,4,M Shami,S Sarkar,140.4 km/h,full length,outside off stump.
7.3,2,M Shami,S Sarkar,137.6 km/h,short length,just outside off stump.
7.2,0,M Shami,S Sarkar,143.8 km/h,short length,on middle stump.
7.1,0,M Shami,S Sarkar,139.1 km/h,short length,on middle stump.
6.6,0,B Kumar,T Iqbal,136.9 km/h,good length,just outside off stump.
6.5,2,B Kumar,T Iqbal,141.0 km/h,short length,just outside off stump.
6.4,0,B Kumar,T Iqbal,138.5 km/h,short length,on middle stump.
6.3,2,B Kumar,T Iqbal,121.0 km/h,good length,going down leg.
6.2,0,B Kumar,T Iqbal,,,
6.1,0,B Kumar,T Iqbal,137.5 km/h,good length,on middle stump.
5.6,0,J Bumrah,S Sarkar,144.0 km/h,good length,just outside off stump.
5.5,1B,J Bumrah,T Iqbal,,,
5.4,0,J Bumrah,T Iqbal,149.3 km/h,good length,on middle stump.
5.3,0,J Bumrah,T Iqbal,144.6 km/h,short length,on leg stump.
5.2,5,J Bumrah,S Sarkar,140.7 km/h,short length,on middle stump.
5.1,0,J Bumrah,S Sarkar,143.2 km/h,good length,just outside off stump.
4.6,1,B Kumar,S Sarkar,132.8 km/h,short length,on off stump.
4.5,1,B Kumar,T Iqbal,138.3 km/h,good length,outside off stump.
4.4,0,B Kumar,T Iqbal,137.6 km/h,short length,on off stump.
4.3,0,B Kumar,T Iqbal,133.3 km/h,short length,on middle stump.
4.2,0,B Kumar,T Iqbal,135.0 km/h,good length,on leg stump.
4.1,0,B Kumar,T Iqbal,138.9 km/h,short length,on off stump.
3.6,0,J Bumrah,S Sarkar,143.1 km/h,good length,on middle stump.
3.5,0,J Bumrah,S Sarkar,140.1 km/h,good length,just outside off stump.
3.4,0,J Bumrah,S Sarkar,146.0 km/h,good length,on middle stump.
3.3,0,J Bumrah,S Sarkar,136.8 km/h,short length,on middle stump.
3.2,0,J Bumrah,S Sarkar,139.9 km/h,short length,on off stump.
3.1,0,J Bumrah,S Sarkar,145.3 km/h,full length,just outside off stump.
2.6,2,B Kumar,T Iqbal,137.0 km/h,good length,on middle stump.
2.5,4,B Kumar,T Iqbal,133.7 km/h,short length,outside off stump.
2.4,1,B Kumar,S Sarkar,137.9 km/h,good length,just outside off stump.
2.3,0,B Kumar,S Sarkar,137.5 km/h,good length,just outside off stump.
2.2,0,B Kumar,S Sarkar,137.5 km/h,good length,outside off stump.
2.1,0,B Kumar,S Sarkar,138.0 km/h,short length,on leg stump.
1.6,4,J Bumrah,T Iqbal,140.1 km/h,good length,outside off stump.
1.5,0,J Bumrah,T Iqbal,138.5 km/h,good length,just outside off stump.
1.4,4,J Bumrah,T Iqbal,139.9 km/h,full length,on middle stump.
1.3,0,J Bumrah,T Iqbal,138.4 km/h,short length,just outside off stump.
1.2,0,J Bumrah,T Iqbal,137.2 km/h,good length,just outside off stump.
1.1,0,J Bumrah,T Iqbal,136.6 km/h,full length,just outside off stump.
0.6,0,B Kumar,S Sarkar,135.5 km/h,good length,on middle stump.
0.5,0,B Kumar,S Sarkar,137.0 km/h,short length,outside off stump.
0.4,1,B Kumar,T Iqbal,136.3 km/h,good length,outside off stump.
0.3,0,B Kumar,T Iqbal,134.5 km/h,short length,outside off stump.
0.2,0,B Kumar,T Iqbal,136.6 km/h,short length,on middle stump.
0.1,0,B Kumar,T Iqbal,133.0 km/h,good length,outside off stump.
49.6,W,M Rahman,M Shami,130.1 km/h,short length,outside off stump.
49.6,1WdW,M Rahman,B Kumar,,,
49.5,1,M Rahman,M Shami,124.9 km/h,short length,outside off stump.
49.4,1,M Rahman,B Kumar,128.2 km/h,short length,just outside off stump.
49.3,W,M Rahman,MS Dhoni,136.6 km/h,short length,outside off stump.
49.2,0,M Rahman,MS Dhoni,128.2 km/h,good length,outside off stump.
49.1,0,M Rahman,MS Dhoni,123.0 km/h,good length,outside off stump.
48.6,1,M Saifuddin,MS Dhoni,129.3 km/h,full length,outside off stump.
48.5,4,M Saifuddin,MS Dhoni,99.2 km/h,short length,outside off stump.
48.4,0,M Saifuddin,MS Dhoni,125.0 km/h,full length,outside off stump.
48.3,0,M Saifuddin,MS Dhoni,130.1 km/h,full toss,outside off stump.
48.2,4,M Saifuddin,MS Dhoni,,,
48.1,2,M Saifuddin,MS Dhoni,125.7 km/h,full length,outside off stump.
47.6,0,M Rahman,B Kumar,131.7 km/h,short length,on off stump.
47.5,1,M Rahman,MS Dhoni,123.4 km/h,short length,outside off stump.
47.4,0,M Rahman,MS Dhoni,124.8 km/h,short length,outside off stump.
47.3,1,M Rahman,B Kumar,127.2 km/h,full length,just outside off stump.
47.2,W,M Rahman,D Karthik,129.6 km/h,short length,just outside off stump.
47.1,1,M Rahman,MS Dhoni,127.2 km/h,full length,on middle stump.
46.6,1,M Saifuddin,MS Dhoni,124.9 km/h,full toss,outside off stump.
46.5,1,M Saifuddin,D Karthik,128.0 km/h,full length,on off stump.
46.4,4,M Saifuddin,D Karthik,130.4 km/h,full length,outside off stump.
46.3,1,M Saifuddin,MS Dhoni,130.0 km/h,full length,just outside off stump.
46.2,1,M Saifuddin,D Karthik,109.8 km/h,short length,outside off stump.
46.1,1,M Saifuddin,MS Dhoni,124.9 km/h,full toss,outside off stump.
45.6,0,M Rahman,D Karthik,121.5 km/h,full length,outside off stump.
45.5,1,M Rahman,MS Dhoni,131.0 km/h,short length,outside off stump.
45.4,1,M Rahman,D Karthik,127.7 km/h,good length,outside off stump.
45.3,1,M Rahman,MS Dhoni,128.8 km/h,short length,just outside off stump.
45.2,2,M Rahman,MS Dhoni,126.9 km/h,good length,outside off stump.
45.1,4,M Rahman,MS Dhoni,127.7 km/h,good length,outside off stump.
44.6,0,S Al Hasan,D Karthik,83.9 km/h,good length,on middle stump.
44.5,0,S Al Hasan,D Karthik,82.4 km/h,good length,just outside off stump.
44.4,1,S Al Hasan,MS Dhoni,83.7 km/h,good length,going down leg.
44.3,0,S Al Hasan,MS Dhoni,78.1 km/h,good length,on off stump.
44.2,1,S Al Hasan,D Karthik,87.9 km/h,good length,on off stump.
44.1,W,S Al Hasan,R Pant,88.7 km/h,good length,on middle stump.
43.6,4,R Hossain,MS Dhoni,132.5 km/h,short length,going down leg.
43.5,0,R Hossain,MS Dhoni,122.0 km/h,good length,on middle stump.
43.4,1,R Hossain,R Pant,121.5 km/h,good length,outside off stump.
43.3,0,R Hossain,R Pant,118.2 km/h,good length,outside off stump.
43.2,0,R Hossain,R Pant,131.2 km/h,good length,outside off stump.
43.1,4Lb,R Hossain,R Pant,,,
42.6,0,S Al Hasan,MS Dhoni,78.3 km/h,good length,just outside off stump.
42.5,0,S Al Hasan,MS Dhoni,84.1 km/h,good length,on off stump.
42.4,1,S Al Hasan,R Pant,91.3 km/h,good length,going down leg.
42.3,0,S Al Hasan,R Pant,92.3 km/h,short length,on leg stump.
42.2,2,S Al Hasan,R Pant,90.4 km/h,good length,outside off stump.
42.1,0,S Al Hasan,R Pant,87.5 km/h,short length,on off stump.
41.6,1,M Rahman,R Pant,126.0 km/h,short length,on leg stump.
41.5,3,M Rahman,MS Dhoni,128.1 km/h,short length,on off stump.
41.4,0,M Rahman,MS Dhoni,127.8 km/h,good length,just outside off stump.
41.3,1,M Rahman,R Pant,122.0 km/h,short length,going down leg.
41.2,0,M Rahman,R Pant,120.3 km/h,short length,just outside off stump.
41.2,1Wd,M Rahman,R Pant,,,
41.1,4,M Rahman,R Pant,125.7 km/h,full length,going down leg.
40.6,0,S Al Hasan,MS Dhoni,84.4 km/h,good length,on middle stump.
40.5,1,S Al Hasan,R Pant,87.6 km/h,good length,outside off stump.
40.4,0,S Al Hasan,R Pant,90.2 km/h,good length,just outside off stump.
40.3,1,S Al Hasan,MS Dhoni,82.4 km/h,short length,just outside off stump.
40.2,1,S Al Hasan,R Pant,87.0 km/h,short length,just outside off stump.
40.1,1,S Al Hasan,MS Dhoni,81.0 km/h,short length,outside off stump.
39.6,1,M Saifuddin,MS Dhoni,127.1 km/h,short length,outside off stump.
39.5,1,M Saifuddin,R Pant,126.7 km/h,short length,on off stump.
39.4,4,M Saifuddin,R Pant,124.7 km/h,short length,outside off stump.
39.3,4,M Saifuddin,R Pant,107.5 km/h,short length,just outside off stump.
39.2,4,M Saifuddin,R Pant,124.4 km/h,full length,outside off stump.
39.1,0,M Saifuddin,R Pant,123.4 km/h,good length,just outside off stump.
38.6,0,M Rahman,MS Dhoni,125.6 km/h,full length,just outside off stump.
38.5,0,M Rahman,MS Dhoni,128.9 km/h,good length,outside off stump.
38.4,W,M Rahman,H Pandya,127.8 km/h,good length,outside off stump.
38.3,0,M Rahman,H Pandya,128.6 km/h,good length,outside off stump.
38.2,W,M Rahman,V Kohli,128.4 km/h,short length,just outside off stump.
38.1,0,M Rahman,V Kohli,127.9 km/h,short length,just outside off stump.
37.6,2,S Sarkar,R Pant,107.4 km/h,short length,just outside off stump.
37.5,0,S Sarkar,R Pant,107.7 km/h,short length,going down leg.
37.4,1,S Sarkar,V Kohli,125.3 km/h,full length,outside off stump.
37.3,2,S Sarkar,V Kohli,125.4 km/h,good length,on leg stump.
37.2,1,S Sarkar,R Pant,107.5 km/h,short length,just outside off stump.
37.1,4,S Sarkar,R Pant,125.6 km/h,short length,on leg stump.
36.6,1,S Al Hasan,R Pant,89.8 km/h,good length,on middle stump.
36.5,0,S Al Hasan,R Pant,78.7 km/h,full length,just outside off stump.
36.4,4,S Al Hasan,R Pant,84.0 km/h,good length,going down leg.
36.3,1,S Al Hasan,V Kohli,84.2 km/h,good length,on off stump.
36.2,0,S Al Hasan,V Kohli,82.7 km/h,good length,just outside off stump.
36.1,4,S Al Hasan,V Kohli,83.0 km/h,full length,on leg stump.
35.6,1,S Sarkar,V Kohli,118.6 km/h,short length,on middle stump.
35.5,0,S Sarkar,V Kohli,114.9 km/h,short length,going down leg.
35.4,2,S Sarkar,V Kohli,125.1 km/h,full length,on leg stump.
35.3,1,S Sarkar,R Pant,105.3 km/h,short length,on off stump.
35.2,1,S Sarkar,V Kohli,,,
35.1,1,S Sarkar,R Pant,106.9 km/h,good length,outside off stump.
34.6,1,R Hossain,R Pant,119.6 km/h,short length,just outside off stump.
34.5,0,R Hossain,R Pant,136.2 km/h,short length,outside off stump.
34.4,1,R Hossain,V Kohli,133.6 km/h,short length,just outside off stump.
34.3,0,R Hossain,V Kohli,135.6 km/h,short length,outside off stump.
34.2,4,R Hossain,V Kohli,126.2 km/h,full length,just outside off stump.
34.1,1Lb,R Hossain,R Pant,,,
33.6,1,M Hossain,R Pant,87.8 km/h,good length,going down leg.
33.5,6,M Hossain,R Pant,87.6 km/h,good length,just outside off stump.
33.4,0,M Hossain,R Pant,87.1 km/h,good length,on leg stump.
33.3,0,M Hossain,R Pant,89.8 km/h,short length,on leg stump.
33.2,0,M Hossain,R Pant,91.0 km/h,good length,just outside off stump.
33.1,0,M Hossain,R Pant,85.6 km/h,good length,just outside off stump.
33.1,1Wd,M Hossain,R Pant,,,
32.6,1,R Hossain,R Pant,135.8 km/h,short length,on middle stump.
32.5,0,R Hossain,R Pant,138.8 km/h,good length,outside off stump.
32.4,W,R Hossain,KL Rahul,122.7 km/h,good length,outside off stump.
32.3,1,R Hossain,V Kohli,137.8 km/h,short length,just outside off stump.
32.2,4,R Hossain,V Kohli,136.9 km/h,full length,just outside off stump.
32.1,0,R Hossain,V Kohli,134.3 km/h,short length,outside off stump.
31.6,1,S Sarkar,V Kohli,105.8 km/h,short length,outside off stump.
31.5,2,S Sarkar,V Kohli,126.7 km/h,good length,on off stump.
31.4,0,S Sarkar,V Kohli,106.5 km/h,full toss,on off stump.
31.3,0,S Sarkar,V Kohli,126.1 km/h,short length,on off stump.
31.2,1,S Sarkar,KL Rahul,124.1 km/h,short length,on middle stump.
31.1,2,S Sarkar,KL Rahul,124.4 km/h,good length,outside off stump.
30.6,0,R Hossain,V Kohli,136.0 km/h,short length,outside off stump.
30.5,1,R Hossain,KL Rahul,119.0 km/h,good length,just outside off stump.
30.4,1,R Hossain,V Kohli,137.3 km/h,short length,just outside off stump.
30.3,0,R Hossain,V Kohli,133.8 km/h,good length,on off stump.
30.2,1,R Hossain,KL Rahul,137.9 km/h,short length,outside off stump.
30.1,0,R Hossain,KL Rahul,136.0 km/h,good length,on off stump.
29.6,0,S Sarkar,V Kohli,121.0 km/h,good length,just outside off stump.
29.5,0,S Sarkar,V Kohli,122.5 km/h,good length,just outside off stump.
29.4,0,S Sarkar,V Kohli,124.8 km/h,good length,on off stump.
29.3,1,S Sarkar,KL Rahul,120.7 km/h,short length,on leg stump.
29.2,W,S Sarkar,R Sharma,104.1 km/h,short length,outside off stump.
29.1,4,S Sarkar,R Sharma,123.2 km/h,good length,going down leg.
28.6,1,S Al Hasan,R Sharma,82.7 km/h,good length,outside off stump.
28.5,0,S Al Hasan,R Sharma,82.5 km/h,good length,just outside off stump.
28.4,1,S Al Hasan,KL Rahul,89.9 km/h,good length,outside off stump.
28.3,1,S Al Hasan,R Sharma,82.6 km/h,good length,on off stump.
28.2,0,S Al Hasan,R Sharma,83.3 km/h,good length,just outside off stump.
28.1,0,S Al Hasan,R Sharma,84.4 km/h,good length,just outside off stump.
27.6,0,S Sarkar,KL Rahul,122.4 km/h,short length,just outside off stump.
27.5,1,S Sarkar,R Sharma,103.9 km/h,good length,outside off stump.
27.4,0,S Sarkar,R Sharma,123.1 km/h,short length,just outside off stump.
27.4,1Wd,S Sarkar,R Sharma,,,
27.3,1,S Sarkar,KL Rahul,106.8 km/h,short length,outside off stump.
27.2,0,S Sarkar,KL Rahul,119.5 km/h,short length,just outside off stump.
27.1,1,S Sarkar,R Sharma,121.1 km/h,good length,just outside off stump.
26.6,0,S Al Hasan,KL Rahul,84.5 km/h,good length,on off stump.
26.5,1,S Al Hasan,R Sharma,86.0 km/h,good length,on middle stump.
26.4,1,S Al Hasan,KL Rahul,83.0 km/h,good length,on leg stump.
26.3,1,S Al Hasan,R Sharma,79.0 km/h,good length,just outside off stump.
26.2,1,S Al Hasan,KL Rahul,87.1 km/h,good length,outside off stump.
26.1,1,S Al Hasan,R Sharma,88.8 km/h,good length,outside off stump.
25.6,0,S Sarkar,KL Rahul,119.5 km/h,short length,on leg stump.
25.5,0,S Sarkar,KL Rahul,119.4 km/h,short length,on middle stump.
25.4,1,S Sarkar,R Sharma,122.0 km/h,good length,on middle stump.
25.3,0,S Sarkar,R Sharma,117.3 km/h,short length,just outside off stump.
25.2,1,S Sarkar,KL Rahul,122.5 km/h,short length,on middle stump.
25.1,0,S Sarkar,KL Rahul,118.6 km/h,short length,just outside off stump.
24.6,1,R Hossain,KL Rahul,134.3 km/h,short length,just outside off stump.
24.5,2,R Hossain,KL Rahul,136.0 km/h,short length,outside off stump.
24.4,0,R Hossain,KL Rahul,116.2 km/h,short length,just outside off stump.
24.3,0,R Hossain,KL Rahul,131.1 km/h,short length,just outside off stump.
24.2,1,R Hossain,R Sharma,133.0 km/h,good length,outside off stump.
24.1,0,R Hossain,R Sharma,134.4 km/h,good length,just outside off stump.
23.6,1,M Rahman,R Sharma,126.2 km/h,good length,just outside off stump.
23.5,2,M Rahman,R Sharma,124.1 km/h,short length,on off stump.
23.4,0,M Rahman,R Sharma,125.0 km/h,good length,on off stump.
23.3,1,M Rahman,KL Rahul,126.2 km/h,short length,on off stump.
23.2,1,M Rahman,R Sharma,130.7 km/h,good length,on middle stump.
23.1,6,M Rahman,R Sharma,129.2 km/h,full length,on middle stump.
22.6,1,R Hossain,R Sharma,139.5 km/h,short length,just outside off stump.
22.5,1,R Hossain,KL Rahul,121.0 km/h,good length,outside off stump.
22.4,0,R Hossain,KL Rahul,122.5 km/h,short length,outside off stump.
22.3,1,R Hossain,R Sharma,140.2 km/h,good length,just outside off stump.
22.2,4,R Hossain,R Sharma,137.3 km/h,short length,outside off stump.
22.1,1,R Hossain,KL Rahul,137.3 km/h,short length,on middle stump.
21.6,4,M Hossain,R Sharma,91.3 km/h,full toss,on middle stump.
21.5,0,M Hossain,R Sharma,96.3 km/h,full length,on middle stump.
21.4,1,M Hossain,KL Rahul,81.1 km/h,good length,just outside off stump.
21.3,1,M Hossain,R Sharma,90.5 km/h,short length,on off stump.
21.2,6,M Hossain,R Sharma,94.4 km/h,good length,on off stump.
21.1,1,M Hossain,KL Rahul,81.4 km/h,good length,going down leg.
20.6,1,R Hossain,KL Rahul,137.4 km/h,good length,just outside off stump.
20.5,1,R Hossain,R Sharma,119.3 km/h,good length,just outside off stump.
20.4,0,R Hossain,R Sharma,137.4 km/h,full length,on middle stump.
20.3,2,R Hossain,R Sharma,131.6 km/h,short length,outside off stump.
20.2,0,R Hossain,R Sharma,137.5 km/h,good length,just outside off stump.
20.1,0,R Hossain,R Sharma,136.2 km/h,good length,outside off stump.
19.6,0,M Hossain,KL Rahul,89.0 km/h,short length,going down leg.
19.5,1,M Hossain,R Sharma,,,
19.4,1,M Hossain,KL Rahul,88.7 km/h,full length,just outside off stump.
19.3,1,M Hossain,R Sharma,90.0 km/h,short length,on middle stump.
